,year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations
994,2003,The Mudge Boy,tt0339419,R,94,"Crime, Drama, Romance",7.2,62.0,"Sensitive, somewhat effeminate farm-boy Duncan Mudge can barely cope with grim, since Ma's death even gloomier father Edgar's manly expectations, and seeks comfort in petting a chicken he ...",3993,-1.0,31.0,19.0,-1.0,0,2
995,2003,The Order,tt0304711,R,102,"Horror, Mystery, Thriller",5.2,21.0,A young priest is sent to Rome to investigate the troubling death of the head of his order.,16292,7659747.0,206.0,110.0,-1.0,0,0
996,2003,The Recruit,tt0292506,PG-13,115,Action|Drama|Mystery,6.599999900000001,56.0,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,115655,52780000.0,286.0,155.0,2246.0,0,0
997,2003,The Return,tt0376968,Not Rated,110,Drama,8.0,82.0,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",38180,502028.0,184.0,114.0,-1.0,31,17
998,2003,The Room,tt0368226,R,99,Drama,3.5,,"Johnny is a successful banker who lives happily in a San Francisco townhouse with his fiancée, Lisa. One day, inexplicably, she gets bored of him and decides to seduce Johnny's best friend, Mark. From there, nothing will be the same again.",32502,,324.0,70.0,990.0,0,0
999,2003,The Rundown,tt0327850,PG-13,104,"Action, Adventure, Comedy, Thriller",6.7,59.0,A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.,95437,47726342.0,261.0,155.0,3103.0,2,3
1000,2003,The Shape of Things,tt0308878,R,96,"Comedy, Drama, Romance",6.7,59.0,"A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation.",10491,732241.0,107.0,75.0,-1.0,0,0
1001,2003,The Singing Detective,tt0314676,R,109,"Comedy, Crime, Musical, Mystery",5.6,45.0,"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.",7812,336456.0,79.0,64.0,-1.0,0,3
1002,2003,The Statement,tt0340376,R,120,"Thriller, Drama",6.2,45.0,Tale of a former Nazi executioner who becomes a target of hitmen and Police investigators.,4648,763044.0,53.0,56.0,-1.0,4,0
1003,2003,The Station Agent,tt0340377,R,89,"Comedy, Drama",7.7,81.0,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",63805,5739376.0,294.0,159.0,2916.0,28,31
1004,2003,The Texas Chainsaw Massacre,tt0324216,R,98,Horror,6.19999981,38.0,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.",111252,80150000.0,733.0,233.0,2191.0,0,0
1005,2003,The Triplets of Belleville,tt0286244,PG-13,78,Animation|Comedy|Drama,7.80000019,91.0,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",43600,7000000.0,312.0,168.0,,4,12
1006,2003,The United States of Leland,tt0301976,R,108,Drama,7.1,37.0,A young man's experience in a juvenile detention center that touches on the tumultuous changes that befall his family and the community in which he lives.,21826,343816.0,103.0,65.0,-1.0,0,2
1007,2003,The Visual Bible: The Gospel of John,tt0377992,PG-13,180,"Biography, Drama, History",7.7,52.0,"The story of Jesus' life as told by the apostle John, narrated by Christopher Plummer.",2578,4068087.0,80.0,25.0,-1.0,0,3
1008,2003,Thirteen,tt0328538,R,100,Drama,6.80000019,70.0,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",69939,4600000.0,545.0,126.0,1006.0,0,11
1009,2003,This Girl's Life,tt0343095,R,104,Drama,5.8,63.0,"""Slice of life"" take on life of international porn celebrity, Moon, and her musings on modern life, love and loss.",2670,-1.0,35.0,16.0,-1.0,0,0
1010,2003,This Thing of Ours,tt0338497,Not Rated,100,"Crime, Drama",5.3,36.0,"Using the Internet and global satellites, a group of gangsters pull off the biggest bank heist in the Mafia's history.",601,-1.0,20.0,5.0,-1.0,0,0
1011,2003,Time of the Wolf,tt0324197,R,114,"Drama, Horror",6.6,71.0,"When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.",8793,61439.0,72.0,102.0,-1.0,0,0
1012,2003,Timeline,tt0300556,PG-13,116,"Action, Adventure, Sci-Fi",5.6,28.0,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th century France before they can escape back to the 21st Century.,57338,19481943.0,462.0,128.0,4686.0,0,0
1013,2003,Tokyo Godfathers,tt0388473,PG-13,92,"Animation, Adventure, Comedy, Drama",7.9,73.0,"On Christmas Eve, three homeless people living on the streets of Tokyo find a newborn baby among the trash and set out to find its parents.",26280,128985.0,62.0,86.0,-1.0,8,0
1014,2003,Twentynine Palms,tt0315110,Unrated,119,Drama,5.3,43.0,"David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a...",3987,54523.0,104.0,101.0,-1.0,0,2
1015,2003,Undead,tt0339840,R,97,"Action, Comedy, Horror, Sci-Fi",5.5,34.0,"A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out.",12237,41196.0,205.0,128.0,-1.0,3,4
1016,2003,Under the Tuscan Sun,tt0328589,PG-13,113,Comedy|Drama|Romance,6.80000019,52.0,A writer impulsively buys a villa in Tuscany in order to change her life.,37099,43600000.0,318.0,109.0,1948.0,0,2
1017,2003,Underworld,tt0320691,R,121,Action|Fantasy|Thriller,7.0,42.0,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",215559,51480000.0,818.0,225.0,362.0,0,0
1018,2003,Uptown Girls,tt0263757,PG-13,92,"Comedy, Drama, Romance",6.1,33.0,"A grown-up woman, who kept her childish instincts and behavior, starts working as a nanny of a 8-year-old girl, who actually acts like an adult. But in the end everything turns to its right places.",33019,36922190.0,130.0,73.0,4380.0,0,0
1019,2003,Veronica Guerin,tt0312549,R,98,"Biography, Crime, Drama, Thriller",6.9,55.0,An Irish journalist writes a series of stories about drug dealers.,17962,1571504.0,114.0,106.0,-1.0,3,13
1020,2003,View from the Top,tt0264150,PG-13,87,"Comedy, Romance",5.2,27.0,A small-town woman tries to achieve her goal of becoming a flight attendant.,23920,15589458.0,153.0,87.0,-1.0,0,0
1021,2003,Virgin,tt0368411,R,114,Drama,5.4,48.0,"When a teenager finds herself pregnant, with no memory of having had sex, she determines that she is carrying the child of God.",502,9614.0,12.0,10.0,-1.0,4,4
1022,2003,What a Girl Wants,tt0286788,PG,105,"Comedy, Drama, Family, Romance",5.9,41.0,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",54669,35990505.0,197.0,69.0,4369.0,0,0
1023,2003,Willard,tt0310357,PG-13,100,"Drama, Horror, Sci-Fi, Thriller",6.2,61.0,A young man with an unusual connection to rats uses them at his own sociopathic will.,16686,6886089.0,211.0,61.0,-1.0,0,5
1024,2003,Wonderland,tt0335563,R,104,"Crime, Drama, Mystery, Thriller",6.6,43.0,"In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes.",20336,1060512.0,152.0,94.0,3534.0,0,3
1025,2003,Wrong Turn,tt0295700,R,84,Horror,6.0999999,32.0,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.""",90075,15420000.0,543.0,191.0,2002.0,0,0
1026,2003,X-Men 2,tt0290334,PG-13,134,Action|Adventure|Fantasy,7.5,68.0,"The X-Men band together to find a mutant assassin who has made an attempt on the President's life, while the Mutant Academy is attacked by military forces.",419112,214950000.0,1061.0,289.0,1499.0,0,3
1027,2003,X2: X-Men United,tt0290334,PG-13,134,"Action, Adventure, Sci-Fi, Thriller",7.5,68.0,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",479185,214949694.0,1070.0,154.0,858.0,6,41
1028,2003,Young Adam,tt0289635,NC-17,98,"Crime, Drama",6.5,67.0,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,12625,767240.0,116.0,109.0,-1.0,7,17
1029,2003,Zelary,tt0288330,R,150,Romance|Drama,7.69999981,66.0,"A nurse and her surgeon-lover are part of a resistance movement in 1940s Czechoslovakia. When they are discovered, her lover flees and she must find a place to hide. A patient whose life ... See full summary И",2908,330000.0,33.0,25.0,,0,0
1030,2004,13 Going on 30,tt0337563,PG-13,98,"Comedy, Fantasy, Romance",6.2,57.0,"A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.",149397,57231747.0,352.0,97.0,731.0,0,11
1031,2004,2046,tt0212712,R,129,"Drama, Romance, Sci-Fi",7.5,78.0,"Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love.",46961,261481.0,216.0,193.0,-1.0,35,79
1032,2004,3-Iron,tt0423866,R,88,"Crime, Drama, Romance",8.0,72.0,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,44932,238507.0,127.0,177.0,-1.0,15,9
1033,2004,50 First Dates,tt0343660,PG-13,99,Comedy|Romance,6.80000019,48.0,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",273503,120780000.0,459.0,146.0,1306.0,1,1
1034,2004,5x2,tt0354356,R,90,"Drama, Romance",6.7,62.0,Five stages in the romance between a woman and a man.,8297,127692.0,61.0,101.0,-1.0,0,2
1035,2004,9 Songs,tt0411705,Not Rated,71,"Drama, Music, Romance",4.8,43.0,"In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts.",20285,49835.0,219.0,135.0,1665.0,0,2
1036,2004,A Cinderella Story,tt0356470,PG,95,Comedy|Family|Romance,5.9000001,25.0,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",65358,51430000.0,234.0,68.0,927.0,0,0
1037,2004,A Day Without a Mexican,tt0377744,R,100,"Comedy, Drama, Fantasy, Mystery",4.8,30.0,"When a mysterious fog surrounds the boundaries of California, there is a communication breakdown and all the Mexicans disappear, affecting the economy and the state stops working missing the Mexican workers and dwellers.",2972,4175179.0,95.0,22.0,-1.0,3,2
1038,2004,A Dirty Shame,tt0365125,NC-17,89,Comedy,5.1,56.0,"An uptight, middle-aged, repressed woman turns into a sex addict after getting hit on the head, and she then falls into an underground subculture of sex addicts in suburban Baltimore.",11639,1339668.0,101.0,85.0,-1.0,0,0
1039,2004,A Good Woman,tt0379306,PG,93,"Drama, Comedy, Romance",6.5,53.0,"While retaining her secret identity, the illustrious Mrs. Erlynne (Hunt) saves Lady Windemere (Johansson) from making a grand social faux-pas with the scoundrelly Lord Darlington (Moore).",10834,223144.0,85.0,95.0,-1.0,0,3
1040,2004,A Hole in My Heart,tt0381682,Unrated,98,Drama,4.6,32.0,"In a decript apartment, a young man watches as his father and a friend shoot an amateur porn film. Issues of morality, reality TV and friendship are explored.",4534,3306.0,44.0,46.0,-1.0,0,4
1041,2004,A Home at the End of the World,tt0359423,R,97,"Drama, Romance",6.7,59.0,A boy who has experienced many losses in his life grows to manhood and enters into a love triangle with a woman and his boyhood friend.,12812,1029872.0,133.0,48.0,-1.0,0,5
1042,2004,A Love Song for Bobby Long,tt0369672,R,119,Drama,7.2,48.0,A headstrong young woman returns to New Orleans after the death of her estranged mother.,23916,159171.0,123.0,85.0,-1.0,0,2
1043,2004,A Series of Unfortunate Events,tt0339291,PG,108,Adventure|Comedy|Family,6.80000019,62.0,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",164113,118630000.0,600.0,186.0,5.0,5,10
1044,2004,A Very Long Engagement,tt0344510,R,133,Drama|Mystery|Romance,7.69999981,76.0,"Tells the story of a young woman's relentless search for her fiancЋ, who has disappeared from the trenches of the Somme during World War One.",63994,6170000.0,241.0,186.0,4003.0,0,8
1045,2004,AVP: Alien vs. Predator,tt0370263,PG-13,101,Action|Horror|Sci-Fi,5.5999999,29.0,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",147853,80280000.0,1288.0,245.0,1578.0,0,0
1046,2004,Ae Fond Kiss...,tt0380366,R,104,"Drama, Romance",7.1,65.0,Sparks fly in Glasgow's south side when a young Asian man enters into a relationship with a Caucasian woman.,6354,-1.0,55.0,57.0,-1.0,8,11
1047,2004,After the Sunset,tt0367479,PG-13,97,"Action, Comedy, Crime, Drama",6.3,38.0,"The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that.",42223,28328132.0,145.0,117.0,4732.0,0,0
1048,2004,Against the Ropes,tt0312329,PG-13,111,"Biography, Drama, Romance, Sport",5.3,36.0,"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",6437,5884190.0,52.0,75.0,-1.0,0,2
1049,2004,Agent Cody Banks 2: Destination London,tt0358349,PG,100,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",4.5,32.0,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",13019,23222861.0,47.0,57.0,-1.0,0,0
1050,2004,Alexander,tt0346491,R,175,Action|Adventure|Biography,5.5,39.0,"Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.",141884,34290000.0,1397.0,245.0,1620.0,0,0
1051,2004,Alfie,tt0375173,R,103,"Comedy, Drama, Romance",6.2,49.0,A cockney womanizer learns the hard way about the dangers of his actions.,48208,13399812.0,155.0,135.0,-1.0,6,7
1052,2004,Along Came Polly,tt0343135,PG-13,90,"Comedy, Romance",5.9,44.0,A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.,118364,88097164.0,281.0,108.0,4259.0,0,9
1053,2004,Anacondas: The Hunt for the Blood Orchid,tt0366174,PG-13,97,"Action, Adventure, Horror, Thriller",4.6,40.0,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.",26029,32238923.0,150.0,94.0,-1.0,0,2
1054,2004,Anatomy of Hell,tt0348529,Unrated,77,Drama,4.5,29.0,"A woman employs a gay man to spend four nights at her house to watch her when she's ""unwatchable"".",4661,-1.0,58.0,66.0,-1.0,0,0
1055,2004,Anchorman: The Legend of Ron Burgundy,tt0357413,PG-13,94,Comedy,7.19999981,63.0,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",275291,84140000.0,579.0,180.0,1695.0,0,1
1056,2004,Appleseed,tt0401233,R,101,"Animation, Action, Drama, Sci-Fi, Thriller, War",7.0,40.0,"In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?",16947,129135.0,64.0,64.0,-1.0,0,0
1057,2004,Around the World in 80 Days,tt0327437,PG,120,Action|Adventure|Comedy,5.80000019,49.0,"To win a bet, an eccentric British inventor beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly 80 days.",70903,24000000.0,192.0,187.0,1757.0,0,0
1058,2004,As It Is in Heaven,tt0382330,,133,Comedy|Drama|Music,7.599999900000001,,"A successful international conductor suddenly interrupts his career and returns alone to his childhood village in Norrland, in the far north of Sweden. It doesn't take long before he is ... See full summary И",13900,10000.0,95.0,34.0,,0,0
1059,2004,Bad Education,tt0275491,NC-17,106,"Crime, Drama",7.5,81.0,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,51261,5211842.0,163.0,179.0,-1.0,16,39
1060,2004,Barbershop 2: Back in Business,tt0337579,PG-13,106,"Comedy, Drama",5.8,59.0,"The owner of an historic South Side Chicago barbershop is pressured to sell out to a land developer, but must face the impact this would have on his close-knit community.",13400,65111277.0,67.0,52.0,-1.0,2,10
1061,2004,Before Sunset,tt0381681,R,80,Drama|Romance,8.0,90.0,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",175268,5790000.0,493.0,216.0,2426.0,2,11
1062,2004,Being Julia,tt0340012,R,104,Comedy|Drama|Romance,7.099999900000001,65.0,"Set in '30s London, the film involves stage actors and their experiences with love and revenge.",10852,7740000.0,112.0,93.0,4015.0,2,7
1063,2004,Beyond the Sea,tt0363473,PG-13,118,"Biography, Drama, Music, Musical",6.7,46.0,"A swooning study of ""Mack the Knife"" singer <a href='/name/nm0201239/?ref_='>Bobby Darin</a> and specifically his relationship with wife <a href='/name/nm0000364/?ref_='>Sandra Dee</a>.",13989,6318709.0,252.0,108.0,-1.0,0,6
1064,2004,Birth,tt0337876,R,100,"Drama, Fantasy, Mystery, Thriller",6.1,50.0,A young boy attempts to convince a woman that he is her dead husband reborn.,32834,5005883.0,363.0,172.0,-1.0,2,17
1065,2004,Black Friday,tt0400234,Not Rated,143,"Action, Crime, Drama, History",8.5,76.0,"Black Friday is a film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",16147,34000.0,55.0,13.0,-1.0,0,2
1066,2004,Blade: Trinity,tt0359013,R,113,"Action, Horror, Sci-Fi, Thriller",5.9,38.0,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.",155462,52411906.0,516.0,86.0,2004.0,0,0
1067,2004,Bobby Jones: Stroke of Genius,tt0375104,PG,120,"Biography, Drama, Romance, Sport",6.7,45.0,"Jim Caviezel stars as golf legend Bobby Jones, the icon who retired from competition at the tender age of 28.",3537,2694071.0,64.0,24.0,-1.0,0,0
1068,2004,Breakin' All the Rules,tt0349169,PG-13,85,"Comedy, Romance",5.6,46.0,"Inspired by his fiancée (who dumped him), a man publishes a break-up hand-book for men, becoming a best-selling author in the process.",5582,11827301.0,24.0,38.0,-1.0,0,5
1069,2004,Bride & Prejudice,tt0361411,PG-13,122,"Comedy, Drama, Musical, Romance",6.2,55.0,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.",19021,6601079.0,287.0,122.0,-1.0,0,4
1070,2004,Bridget Jones: The Edge of Reason,tt0317198,R,108,Comedy|Drama|Romance,5.9000001,44.0,"After finding love, Bridget Jones questions if she really has everything she's dreamed of having.",80876,40200000.0,262.0,146.0,1886.0,0,3
1071,2004,Brødre,tt0386342,R,117,"Drama, War",7.5,76.0,Two brothers must negotiate changing roles and shifting family dynamics when one is sent to war in Afghanistan.,10362,384982.0,45.0,88.0,-1.0,13,21
1072,2004,C.S.A.: The Confederate States of America,tt0389828,PG-13,89,"Comedy, Drama, War",6.4,62.0,"Through the eyes of a British ""documentary"", this film takes a satirically humorous, and sometimes frightening, look at the history of an America where the South won the Civil War.",4497,671122.0,124.0,55.0,-1.0,0,2
1073,2004,Calvaire,tt0407621,Not Rated,88,Horror,6.2,52.0,"Marc, a traveling entertainer, is on his way home for Christmas when his van brakes in the middle of a jerkwater town with some strange inhabitans.",10822,2623.0,89.0,99.0,-1.0,4,3
1074,2004,Catch That Kid,tt0337917,PG,91,"Adventure, Comedy, Crime, Family, Mystery",5.3,33.0,"A girl and her two friends raid a bank, looking for the money needed for financing the cure of her dying father.",9058,16702864.0,46.0,52.0,-1.0,0,0
1075,2004,Catwoman,tt0327554,PG-13,104,"Action, Crime, Fantasy",3.3,27.0,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",101859,40202379.0,694.0,218.0,1934.0,13,8
1076,2004,Cellular,tt0337921,PG-13,94,"Action, Crime, Thriller",6.5,60.0,A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.,87805,32003620.0,366.0,131.0,2464.0,0,2
1077,2004,Chasing Liberty,tt0360139,PG-13,111,"Comedy, Romance",6.1,46.0,Anna wants to be like other girls her age (18): date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.,34127,12189514.0,131.0,64.0,674.0,0,5
1078,2004,Christmas with the Kranks,tt0388419,PG,99,"Comedy, Family",5.3,22.0,"With their daughter away, the Kranks decide to skip Christmas altogether until she decides to come home, causing an uproar when they have to celebrate the holiday at the last minute.",36876,73780539.0,240.0,111.0,-1.0,3,4
1079,2004,Clifford's Really Big Movie,tt0398872,G,74,"Animation, Adventure, Comedy, Family",5.5,49.0,"Worried that he costs too much to feed, Clifford runs away to join a carnival act and help win a lifetime supply of Tummy Yummies.",668,2831130.0,8.0,9.0,-1.0,0,0
1080,2004,Closer,tt0376541,R,104,Drama|Romance,7.30000019,65.0,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,171899,33990000.0,906.0,211.0,1088.0,5,23
1081,2004,Club Dread,tt0331953,R,104,"Comedy, Horror, Mystery, Thriller",5.7,45.0,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,26767,4992159.0,194.0,71.0,-1.0,0,0
1082,2004,Collateral,tt0369339,R,120,Crime|Drama|Thriller,7.599999900000001,71.0,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,301264,100000000.0,840.0,296.0,1356.0,4,23
1083,2004,Confessions of a Teenage Drama Queen,tt0361467,PG,89,"Comedy, Family, Music, Romance",4.6,33.0,"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",25908,29331068.0,105.0,73.0,-1.0,0,0
1084,2004,Connie and Carla,tt0345074,PG-13,98,"Comedy, Crime, Music",6.3,44.0,"A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",7514,8054280.0,113.0,65.0,-1.0,0,0
1085,2004,Crash,tt0375679,R,112,Crime|Drama|Thriller,7.80000019,69.0,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",368775,54560000.0,1627.0,284.0,526.0,15,46
1086,2004,Criminal,tt0362526,R,87,"Comedy, Crime, Drama, Thriller",6.4,61.0,Two con artists try to swindle a currency collector by selling him a counterfeit copy of an extremely rare currency bill.,9647,14688078.0,65.0,64.0,-1.0,0,0
1087,2004,D.E.B.S.,tt0367631,PG-13,91,"Action, Comedy, Romance",5.3,42.0,"Plaid-skirted schoolgirls are groomed by a secret government agency to become the newest members of the elite national-defense group, D.E.B.S.",13808,96793.0,146.0,51.0,-1.0,0,2
1088,2004,Dawn of the Dead,tt0363547,R,101,Action|Horror|Thriller,7.400000099999999,59.0,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",199440,58890000.0,1062.0,286.0,1575.0,0,3
1089,2004,De-Lovely,tt0352277,PG-13,125,"Biography, Drama, Music, Musical",6.6,53.0,"Inspecting a magical biographical stage musical, composer Cole Porter reviews his life and career with his wife, Linda.",10405,13337299.0,227.0,120.0,-1.0,2,11
1090,2004,Dead Man's Shoes,tt0419677,Not Rated,90,"Crime, Drama, Thriller",7.7,52.0,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,46007,6013.0,241.0,102.0,464.0,4,13
1091,2004,Dear Frankie,tt0377752,PG-13,105,"Drama, Romance",7.8,63.0,"After having responded to her son's numerous letters in the guise of his father, a woman hires a stranger to pose as his dad when meeting him.",20360,1340891.0,178.0,96.0,-1.0,8,8
1092,2004,Dirty Dancing: Havana Nights,tt0338096,PG-13,86,"Drama, Music, Romance",6.0,39.0,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.",25114,14161590.0,210.0,69.0,3833.0,0,0
1093,2004,District B13,tt0414852,R,84,"Action, Crime, Sci-Fi, Thriller",7.2,70.0,"In the ghettos of Paris in 2010, an undercover cop and an ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",62686,1197786.0,157.0,152.0,-1.0,0,0
1094,2004,Dodgeball: A True Underdog Story,tt0364725,PG-13,92,Comedy|Sport,6.69999981,55.0,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,190410,114320000.0,393.0,191.0,1297.0,0,0
1095,2004,Down to the Bone,tt0363579,R,104,Drama,6.7,76.0,"A woman stuck in a stale marriage struggles to raise her children and manage her secret drug habit. But when winter comes to her small town, her balancing act begins to come crashing down.",2026,19723.0,28.0,26.0,-1.0,7,8
1096,2004,Downfall,tt0363163,R,156,Biography|Drama|History,8.30000019,82.0,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",259483,5500000.0,566.0,199.0,877.0,4,6
1097,2004,Eating Out,tt0372884,Unrated,90,"Comedy, Drama, Romance",5.8,28.0,"After getting dumped by his slutty girlfriend, Caleb falls in love with Gwen. However, thanks to Caleb's roommate, Gwen thinks he's gay and sets him up with her roommate, Marc.",5669,155212.0,84.0,15.0,-1.0,6,0
1098,2004,Ella Enchanted,tt0327679,PG,96,"Comedy, Family, Fantasy, Romance",6.3,53.0,"Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she's falling.",57120,22918387.0,253.0,87.0,3399.0,0,0
1099,2004,Enduring Love,tt0375735,R,100,"Drama, Mystery, Romance, Thriller",6.4,61.0,Two strangers become dangerously close after witnessing a deadly accident.,9533,358262.0,92.0,87.0,-1.0,4,12
1100,2004,Envy,tt0326856,PG-13,99,Comedy,4.8,31.0,A man becomes increasingly jealous of his friend's newfound success.,28685,12181484.0,180.0,81.0,-1.0,0,3
1101,2004,Eros,tt0343663,R,104,"Drama, Romance",6.0,51.0,"Three short films, one each from Directors Michelangelo Antonioni, Steven Soderbergh, and Wong Kar Wai, address the themes of love and sex.",5731,188248.0,37.0,74.0,-1.0,0,0
1102,2004,Eternal Sunshine of the Spotless Mind,tt0338013,R,108,Drama|Fantasy|Romance,8.30000019,89.0,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",696228,34130000.0,1535.0,277.0,395.0,14,49
1103,2004,Eulogy,tt0349416,R,91,"Comedy, Drama",6.6,34.0,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",8203,70527.0,70.0,26.0,-1.0,0,0
1104,2004,EuroTrip,tt0356150,R,93,Comedy,6.599999900000001,45.0,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",165885,17720000.0,317.0,92.0,795.0,0,0
1105,2004,Exorcist: The Beginning,tt0204313,R,114,"Horror, Mystery, Thriller",5.1,30.0,"Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.",31591,41821986.0,308.0,169.0,-1.0,0,6
